Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,discount_ratio,weight_per_purchase,rating_x_calls,Product_importance_num,important_discount,log_cost,log_weight,calls_bin,rating_bin
D,Road,3,4,208,2,low,F,3,5811,1,0.014423076229659796,1937.0,12,1,3,5.342334251964811,8.667680024690174,Medium,Neutral
A,Road,5,2,196,3,medium,M,44,2085,1,0.2244897844648069,521.25,10,2,88,5.2832037287379885,7.643003635560718,High,Bad
F,Flight,4,3,163,2,low,F,12,1092,1,0.07361962738529894,364.0,12,1,12,5.099866427824199,6.996681488176539,Medium,Neutral
F,Flight,3,1,228,3,medium,M,9,5530,0,0.039473682479224455,1382.5,3,2,18,5.43372200355424,8.618123909994678,Medium,Bad
B,Ship,6,4,291,4,low,F,5,1327,0,0.01718212999374124,265.4,24,1,5,5.676753802268282,7.191429330036379,High,Neutral
F,Ship,3,1,102,4,medium,F,4,5936,1,0.03921568242983506,1187.2,3,2,8,4.634728988229636,8.688959234270676,Medium,Bad
C,Ship,3,4,191,4,medium,F,43,2903,1,0.22513087826539904,580.6,12,2,86,5.2574953720277815,7.973844375944687,Medium,Neutral
A,Ship,2,3,204,4,low,F,20,3135,1,0.09803921088043084,627.0,6,1,20,5.3230099791384085,8.0507033814703,Low,Neutral
D,Road,4,5,188,3,low,M,4,4632,0,0.021276594612947095,1158.0,20,1,4,5.241747015059643,8.440959885416648,Medium,Good
B,Flight,5,2,223,5,low,F,5,1010,1,0.022421523658227638,168.33333333333334,10,1,5,5.4116460518550396,6.918695219020472,High,Bad
D,Ship,4,2,261,5,low,F,8,1235,1,0.03065133982178775,205.83333333333334,8,1,8,5.568344503761097,7.119635638017636,Medium,Bad
F,Ship,3,2,144,3,high,M,1,5307,0,0.0069444439621913915,1326.75,6,3,3,4.976733742420574,8.576970395452099,Medium,Bad
C,Ship,2,5,243,3,medium,F,9,4182,0,0.03703703551287919,1045.5,10,2,18,5.497168225293202,8.338783971442199,Low,Good
F,Ship,5,5,140,8,medium,M,2,4793,1,0.014285713265306196,532.5555555555555,25,2,4,4.948759890378168,8.475120414994329,High,Good
F,Ship,4,4,275,5,medium,M,5,1117,0,0.018181817520661184,186.16666666666666,16,2,10,5.62040086571715,7.0192966537150445,Medium,Neutral
B,Ship,3,1,138,3,low,F,41,1914,1,0.29710142774627335,478.5,3,1,41,4.9344739331306915,7.557472901614746,Medium,Bad
F,Ship,3,5,156,2,medium,F,8,5848,0,0.05128204799474051,1949.3333333333333,15,2,16,5.056245805348308,8.674025985443025,Medium,Good
A,Ship,6,2,269,4,medium,F,3,1665,0,0.01115241594228937,333.0,12,2,6,5.598421958998375,7.418180822726788,High,Bad
B,Road,4,1,158,3,low,F,32,1061,1,0.20253163275116248,265.25,4,1,32,5.0689042022202315,6.967909201801884,Medium,Bad
C,Ship,6,2,245,4,low,F,8,1904,0,0.03265305989171184,380.8,12,1,8,5.5053315359323625,7.552237287560802,High,Bad
F,Ship,4,4,212,2,medium,F,6,4117,1,0.028301885457458233,1372.3333333333333,16,2,12,5.3612921657094255,8.323122887587735,Medium,Neutral
B,Road,5,1,248,2,low,F,9,5881,1,0.03629032111732576,1960.3333333333333,5,1,9,5.517452896464707,8.67965211911394,High,Bad
B,Ship,3,3,185,4,low,F,6,4015,0,0.03243243067932807,803.0,9,1,6,5.225746673713202,8.298041661371565,Medium,Neutral
C,Ship,3,1,143,6,medium,M,2,1323,1,0.013986013007971119,189.0,3,2,4,4.969813299576001,7.188412736496954,Medium,Bad
C,Flight,4,2,223,6,low,F,10,1650,1,0.044843047316455276,235.71428571428572,8,1,10,5.4116460518550396,7.409136443920128,Medium,Bad
A,Ship,5,1,256,2,medium,F,1,5352,1,0.003906249847412116,1784.0,5,2,2,5.54907608489522,8.585412430393381,High,Bad
B,Ship,4,4,222,3,low,F,24,3503,1,0.10810810323837372,875.75,16,1,24,5.407171771460119,8.161660452056282,Medium,Neutral
F,Road,4,3,143,3,low,F,2,4693,0,0.013986013007971119,1173.25,12,1,2,4.969813299576001,8.454040376410969,Medium,Neutral
D,Flight,5,3,151,2,low,M,8,4749,0,0.05298012894171331,1583.0,15,1,8,5.0238805208462765,8.465899897028686,High,Neutral
F,Flight,2,5,134,10,high,M,8,5472,0,0.0597014880819785,497.45454545454544,10,3,24,4.90527477843843,8.607582191143917,Low,Good
B,Ship,3,2,238,4,low,F,7,5254,0,0.02941176347009397,1050.8,6,1,7,5.476463551931511,8.566935283311052,Medium,Bad
F,Ship,4,3,169,6,medium,F,2,5607,0,0.011834318826371667,801.0,12,2,4,5.135798437050262,8.631949428714426,Medium,Neutral
C,Ship,4,4,205,3,low,F,58,2522,1,0.2829268154669846,630.5,16,1,58,5.327876168789581,7.833203948641057,Medium,Neutral
A,Road,7,1,275,4,medium,M,7,1754,0,0.025454544528925656,350.8,7,2,14,5.62040086571715,7.470224135899966,High,Bad
D,Road,5,4,269,3,medium,M,15,2522,1,0.05576207971144686,630.5,20,2,30,5.598421958998375,7.833203948641057,High,Neutral
B,Ship,6,5,251,4,low,F,8,1038,0,0.0318725086903383,207.6,30,1,8,5.529429087511423,6.946013991099227,High,Good
A,Flight,3,5,255,7,medium,M,8,4091,1,0.03137254778931185,511.375,15,2,16,5.545177444479562,8.316789127071518,Medium,Good
A,Flight,5,4,233,2,low,F,7,4597,1,0.030042917165540035,1532.3333333333333,20,1,7,5.455321115357702,8.433376705323127,High,Neutral
F,Ship,4,5,274,3,medium,M,5,4773,0,0.01824817451648998,1193.25,20,2,10,5.616771097666572,8.470939806898775,Medium,Good
C,Ship,6,4,283,4,medium,M,1,1384,1,0.0035335687797325523,276.8,24,2,2,5.648974238161206,7.233455418621439,High,Neutral
F,Ship,3,3,181,2,high,M,65,3234,1,0.3591160022587844,1078.0,9,3,195,5.204006687076795,8.081784206935001,Medium,Neutral
B,Ship,3,3,273,3,medium,F,6,5269,1,0.02197802117296626,1317.25,9,2,12,5.6131281063880705,8.569785641535407,Medium,Neutral
A,Ship,6,1,282,4,low,M,1,1434,0,0.0035460991650319447,286.8,6,1,1,5.645446897643238,7.268920128193722,High,Bad
F,Flight,5,4,219,4,low,F,8,4540,0,0.03652967869727494,908.0,20,1,8,5.393627546352362,8.420902531097951,High,Neutral
F,Ship,4,3,220,4,low,M,19,3602,1,0.0863636324380167,720.4,12,1,19,5.3981627015177525,8.189522110748094,Medium,Neutral
C,Ship,4,2,142,10,high,F,9,4280,1,0.06338027722674104,389.09090909090907,8,3,27,4.962844630259907,8.361941906144946,Medium,Bad
F,Ship,3,2,98,3,medium,F,60,1057,1,0.6122448354852208,264.25,6,2,120,4.59511985013459,6.964135612418245,Medium,Bad
F,Ship,4,3,212,2,low,M,8,5513,0,0.03773584727661098,1837.6666666666667,12,1,8,5.3612921657094255,8.615045591583742,Medium,Neutral
F,Ship,4,3,212,3,low,F,1,4518,0,0.0047169809095763725,1129.5,12,1,1,5.3612921657094255,8.41604600941128,Medium,Neutral
F,Ship,3,1,266,3,low,M,5,5154,0,0.018796991774549184,1288.5,3,1,5,5.58724865840025,8.54772239645106,Medium,Bad
B,Ship,3,1,202,3,medium,M,5,1556,1,0.02475247402215475,389.0,3,2,10,5.313205979041787,7.350516171833998,Medium,Bad
D,Road,3,2,265,3,low,F,49,2791,1,0.18490565339978668,697.75,6,1,49,5.583496308781699,7.934513463882263,Medium,Bad
F,Road,4,2,206,2,medium,M,5,4635,0,0.024271843481949346,1545.0,8,2,10,5.332718793265369,8.441607204459642,Medium,Bad
A,Ship,3,4,182,2,medium,M,8,4883,0,0.04395604154087684,1627.6666666666667,12,2,16,5.209486152841421,8.493719835230594,Medium,Neutral
C,Flight,3,1,200,2,medium,M,10,5178,1,0.04999999750000012,1726.0,3,2,20,5.303304908059076,8.552367266423891,Medium,Bad
C,Ship,3,3,201,4,medium,M,7,2299,1,0.034825868914135874,459.8,9,2,14,5.308267697401205,7.7406644019172415,Medium,Neutral
F,Road,4,4,142,10,high,F,7,5425,1,0.04929577117635414,493.1818181818182,16,3,21,4.962844630259907,8.598957493218878,Medium,Neutral
F,Ship,6,5,268,4,low,M,10,1170,0,0.03731343144352868,234.0,30,1,10,5.594711379601839,7.065613363597717,High,Good
B,Ship,7,4,192,3,low,F,33,1694,1,0.17187499104817755,423.5,28,1,33,5.262690188904886,7.43543801981455,High,Neutral
C,Ship,4,3,220,3,low,F,6,4894,1,0.027272726033057908,1223.5,12,1,6,5.3981627015177525,8.49596955496461,Medium,Neutral
F,Ship,5,3,194,3,low,F,1,4331,0,0.005154638909554695,1082.75,15,1,1,5.272999558563747,8.37378460812088,High,Neutral
F,Ship,4,3,140,2,low,F,22,1248,1,0.15714284591836813,416.0,12,1,22,4.948759890378168,7.130098510125578,Medium,Neutral
C,Ship,5,5,270,5,low,M,5,1852,1,0.01851851783264749,308.6666666666667,25,1,5,5.602118820879701,7.52456122628536,High,Good
A,Ship,3,5,257,3,low,M,5,5657,0,0.019455252161274236,1414.25,15,1,5,5.552959584921617,8.640825751861513,Medium,Good
A,Ship,4,5,206,2,medium,F,10,4437,0,0.04854368696389869,1479.0,20,2,20,5.332718793265369,8.39795910349254,Medium,Good
C,Road,6,1,246,4,medium,M,4,1504,1,0.016260161940643822,300.8,6,2,8,5.5093883366279774,7.316548177182976,High,Bad
A,Ship,4,2,222,2,medium,F,16,2518,1,0.07207206882558248,839.3333333333334,8,2,32,5.407171771460119,7.831617276352611,Medium,Bad
B,Flight,3,3,191,3,low,M,4,4586,0,0.020942407280502236,1146.5,9,1,4,5.2574953720277815,8.430981494597171,Medium,Neutral
B,Ship,4,4,209,8,medium,F,46,3345,1,0.22009568324901035,371.6666666666667,16,2,92,5.3471075307174685,8.11552088154677,Medium,Neutral
D,Ship,3,3,180,3,medium,M,8,5953,1,0.04444444197530878,1488.25,9,2,16,5.198497031265826,8.691818541575723,Medium,Neutral
B,Flight,6,3,154,2,high,M,7,4732,0,0.045454542502951785,1577.3333333333333,18,3,21,5.043425116919247,8.462314529906248,High,Neutral
F,Flight,5,2,161,3,low,M,8,5804,1,0.04968943790748833,1451.0,10,1,8,5.087596335232384,8.666474894131992,High,Bad
C,Ship,3,5,181,4,high,F,1,4971,1,0.005524861573212068,994.2,15,3,3,5.204006687076795,8.511577452630602,Medium,Good
F,Flight,5,2,128,5,medium,F,45,1707,1,0.3515624725341818,284.5,10,2,90,4.859812404361672,7.443078374348516,High,Bad
A,Road,4,5,202,3,low,F,6,2616,1,0.029702968826585702,654.0,20,1,6,5.313205979041787,7.869783902530146,Medium,Good
C,Flight,6,4,268,4,low,M,9,1793,0,0.03358208829917581,358.6,24,1,9,5.594711379601839,7.492203042618741,High,Neutral
D,Flight,4,1,245,3,low,F,9,4024,1,0.03673469237817582,1006.0,4,1,9,5.5053315359323625,8.300280189852664,Medium,Bad
B,Road,2,4,255,7,low,F,9,5224,1,0.03529411626297583,653.0,8,1,9,5.545177444479562,8.561210076833012,Low,Neutral
F,Flight,5,4,197,4,low,F,40,3303,1,0.20304567497230075,660.6,20,1,40,5.288267030694535,8.102889134640868,High,Neutral
B,Ship,5,1,234,2,low,M,12,2372,1,0.05128204909051072,790.6666666666666,5,1,12,5.459585514144159,7.771910256435763,High,Bad
D,Ship,3,3,154,2,medium,F,1,5746,1,0.006493506071850255,1915.3333333333333,9,2,2,5.043425116919247,8.656433258507741,Medium,Neutral
A,Flight,3,5,212,2,medium,M,56,3547,1,0.26415093093627684,1182.3333333333333,15,2,112,5.3612921657094255,8.17413934342947,Medium,Good
F,Road,4,4,217,2,low,M,6,4029,1,0.027649768311070584,1343.0,16,1,6,5.384495062789089,8.301521654940728,Medium,Neutral
C,Ship,5,2,272,3,high,M,5,4972,0,0.018382352265354698,1243.0,10,3,15,5.60947179518496,8.511778558714738,High,Bad
B,Ship,6,3,265,5,medium,M,10,1897,0,0.03773584763260953,316.1666666666667,18,2,20,5.583496308781699,7.5485559791698735,High,Neutral
F,Ship,5,2,206,2,medium,F,2,5627,1,0.009708737392779738,1875.6666666666667,10,2,4,5.332718793265369,8.63550941823428,High,Bad
B,Ship,2,4,238,3,medium,M,4,5782,1,0.01680672198291084,1445.5,8,2,8,5.476463551931511,8.662677858158219,Low,Neutral
C,Road,3,5,272,3,medium,M,48,3780,1,0.1764705817474051,945.0,15,2,96,5.60947179518496,8.237743803890933,Medium,Good
C,Flight,3,5,229,6,medium,M,22,2717,1,0.09606986480044258,388.14285714285717,15,2,44,5.438079308923196,7.907651594711089,Medium,Good
F,Ship,4,5,185,3,medium,M,17,2824,1,0.09189188692476287,706.0,20,2,34,5.225746673713202,7.946263643580541,Medium,Good
A,Road,3,3,157,3,low,F,6,5187,0,0.038216558075378465,1296.75,9,1,6,5.062595033026967,8.554103545436334,Medium,Neutral
D,Ship,3,2,108,4,low,F,5,4787,0,0.04629629200960259,957.4,6,1,5,4.6913478822291435,8.473868066677865,Medium,Bad
C,Road,6,3,246,4,medium,F,8,1741,0,0.032520323881287644,348.2,18,2,16,5.5093883366279774,7.462789157412448,High,Neutral
D,Ship,4,5,178,3,low,F,48,1819,1,0.26966290619871314,454.75,20,1,48,5.187385805840755,7.506591780070841,Medium,Good
F,Road,3,5,195,3,medium,F,10,5585,0,0.05128204865220263,1396.25,15,2,20,5.278114659230517,8.628018746505122,Medium,Good
A,Road,5,4,233,3,low,M,8,5076,1,0.0343347624749029,1269.0,20,1,8,5.455321115357702,8.532475814947395,High,Neutral
A,Ship,2,5,265,2,low,F,50,3859,1,0.18867923816304763,1286.3333333333333,10,1,50,5.583496308781699,8.258422462458876,Low,Good
C,Ship,5,2,254,2,low,F,5,4985,1,0.019685038595077222,1661.6666666666667,10,1,5,5.541263545158426,8.514389264083503,High,Bad
F,Ship,7,4,251,5,low,M,3,1433,0,0.011952190758876862,238.83333333333334,28,1,3,5.529429087511423,7.2682230211595655,High,Neutral
B,Ship,4,2,204,3,medium,M,14,3829,1,0.06862744761630159,957.25,8,2,28,5.3230099791384085,8.250620082174692,Medium,Bad
D,Ship,3,2,233,3,medium,M,7,5838,0,0.030042917165540035,1459.5,6,2,14,5.455321115357702,8.672314828283538,Medium,Bad
A,Flight,3,5,161,3,low,F,4,5629,0,0.024844718953744165,1407.25,15,1,4,5.087596335232384,8.635864721133736,Medium,Good
F,Ship,3,3,233,3,medium,M,35,2204,1,0.15021458582770017,551.0,9,2,70,5.455321115357702,7.6984827878809465,Medium,Neutral
A,Flight,4,1,242,2,low,M,34,3966,1,0.14049586196298092,1322.0,4,1,34,5.493061443340548,8.28576542051433,Medium,Bad
A,Road,4,1,220,5,low,F,9,1817,0,0.04090908904958686,302.8333333333333,4,1,9,5.3981627015177525,7.505492274737424,Medium,Bad
F,Ship,3,1,182,2,low,F,3,5510,1,0.016483515577828813,1836.6666666666667,3,1,3,5.209486152841421,8.614501373883236,Medium,Bad
F,Road,6,4,287,4,medium,F,10,1811,1,0.03484320436086396,362.2,24,2,20,5.662960480135946,7.502186486602924,High,Neutral
D,Flight,6,2,268,4,low,M,7,1943,0,0.026119402010470076,388.6,12,1,7,5.594711379601839,7.572502985020384,High,Bad
D,Ship,3,5,146,5,low,F,3,5489,0,0.02054794379808604,914.8333333333334,15,1,3,4.990432586778736,8.610683534503575,Medium,Good
F,Ship,4,5,206,3,low,F,65,2598,1,0.3155339652653415,649.5,20,1,65,5.332718793265369,7.8628820346414905,Medium,Good
F,Ship,3,3,212,3,medium,F,10,5935,0,0.04716980909576372,1483.75,9,2,20,5.3612921657094255,8.688790784847216,Medium,Neutral
B,Flight,3,2,267,3,low,M,8,5922,0,0.02996254569428668,1480.5,6,1,8,5.5909869805108565,8.686598356276965,Medium,Bad
F,Ship,3,2,274,3,medium,F,50,3958,1,0.18248174516489982,989.5,6,2,100,5.616771097666572,8.28374674710613,Medium,Bad
F,Ship,5,1,276,5,medium,M,5,1358,1,0.01811594137261082,226.33333333333334,5,2,10,5.6240175061873385,7.214504414151143,High,Bad
A,Ship,3,2,143,6,medium,M,63,1953,1,0.4405594097510902,279.0,6,2,126,4.969813299576001,7.577633832602728,Medium,Bad
D,Ship,4,1,187,2,low,M,5,5691,0,0.026737966484600723,1897.0,4,1,5,5.236441962829949,8.646816959209742,Medium,Bad
D,Ship,5,4,177,2,low,M,2,5618,1,0.011299434389862464,1872.6666666666667,20,1,2,5.181783550292085,8.633908991112198,High,Neutral
D,Road,5,5,261,6,medium,F,1,1082,0,0.0038314174777234686,154.57142857142858,25,2,2,5.568344503761097,6.9874902470009905,High,Good
F,Ship,5,1,226,5,medium,M,3,1409,0,0.013274335695825853,234.83333333333334,5,2,6,5.424950017481403,7.251344983372214,High,Bad
F,Ship,4,1,255,3,medium,F,6,4313,1,0.02352941084198389,1078.25,4,2,12,5.545177444479562,8.369620826949102,Medium,Bad
F,Ship,5,5,258,5,low,F,10,1719,1,0.03875968842016712,286.5,25,1,10,5.556828061699537,7.450079569807499,High,Good
F,Ship,4,4,106,2,low,F,10,5173,1,0.09433961374154587,1724.3333333333333,16,1,10,4.672828834461906,8.551401362745974,Medium,Neutral
F,Flight,4,4,199,4,high,M,1,4163,1,0.00502512537562184,832.6,16,3,3,5.298317366548036,8.33423142973486,Medium,Neutral
F,Ship,5,5,267,5,low,F,1,1352,1,0.003745318211785835,225.33333333333334,25,1,1,5.5909869805108565,7.210079628170788,High,Good
C,Ship,4,3,211,4,medium,M,40,3106,1,0.1895734507311161,621.2,12,2,80,5.356586274672012,8.041412909393047,Medium,Neutral
A,Ship,3,2,174,3,low,M,3,4132,0,0.017241378319461015,1033.0,6,1,3,5.1647859739235145,8.326758814511733,Medium,Bad
B,Ship,3,4,259,2,medium,F,3,4154,1,0.011583011135791077,1384.6666666666667,12,2,6,5.560681631015528,8.332067707289548,Medium,Neutral
B,Flight,3,2,189,3,medium,F,2,4152,1,0.010582010022115871,1038.0,6,2,4,5.247024072160486,8.331586243630754,Medium,Bad
F,Flight,5,2,217,2,medium,F,6,4120,1,0.027649768311070584,1373.3333333333333,10,2,12,5.384495062789089,8.323851131338817,High,Bad
A,Ship,5,2,258,2,medium,F,4,5965,0,0.015503875368066848,1988.3333333333333,10,2,8,5.556828061699537,8.693831965074693,High,Bad
D,Ship,4,5,275,6,low,M,3,5008,0,0.01090909051239671,715.4285714285714,20,1,3,5.62040086571715,8.518991573357617,Medium,Good
B,Road,3,5,230,3,low,F,49,3477,1,0.21304346899811005,869.25,15,1,49,5.442417710521793,8.154212694914229,Medium,Good
D,Flight,3,3,268,3,low,F,33,3872,1,0.12313432376364465,968.0,9,1,33,5.594711379601839,8.261784679514752,Medium,Neutral
B,Ship,2,5,201,3,medium,F,29,3894,1,0.14427859978713434,973.5,10,2,58,5.308267697401205,8.267448958304849,Low,Good
D,Ship,4,5,143,3,low,F,48,1922,1,0.3356643121913068,480.5,20,1,48,4.969813299576001,7.56164174558878,Medium,Good
D,Ship,4,5,132,4,medium,F,28,1715,1,0.21212119605142454,343.0,20,2,56,4.890349128221754,7.447751280047908,Medium,Good
D,Ship,4,1,245,3,low,F,5,4523,0,0.0204081624323199,1130.75,4,1,5,5.5053315359323625,8.41715183723601,Medium,Bad
F,Ship,5,3,233,5,medium,F,3,1398,0,0.012875535928088587,233.0,15,2,6,5.455321115357702,7.243512974665482,High,Neutral
F,Ship,4,5,267,4,low,M,20,3132,1,0.0749063642357167,626.4,20,1,20,5.5909869805108565,8.049746290952191,Medium,Good
B,Ship,3,5,180,4,low,F,9,5105,1,0.04999999722222238,1021.0,15,1,9,5.198497031265826,8.53817159780143,Medium,Good
F,Flight,6,1,272,4,low,F,2,1018,0,0.007352940906141879,203.6,6,1,2,5.60947179518496,6.926577033222725,High,Bad
B,Ship,4,5,170,3,low,M,2,5671,0,0.01176470519031146,1417.75,20,1,2,5.14166355650266,8.643297068211963,Medium,Good
F,Ship,4,5,275,3,medium,M,1,5394,1,0.0036363635041322365,1348.5,20,2,2,5.62040086571715,8.593227877692234,Medium,Good
F,Ship,4,4,173,5,medium,F,2,1175,1,0.011560692973370349,195.83333333333334,16,2,4,5.159055299214529,7.069874128458572,Medium,Neutral
F,Ship,4,2,255,3,low,F,8,5865,0,0.03137254778931185,1466.25,8,1,8,5.545177444479562,8.676928249537397,Medium,Bad
B,Ship,5,2,244,3,low,M,2,4198,0,0.008196720975544223,1049.5,10,1,2,5.501258210544727,8.342601680684194,High,Bad
C,Ship,4,5,245,3,medium,F,2,5439,1,0.00816326497292796,1359.75,20,2,4,5.5053315359323625,8.601534339849989,Medium,Good
A,Road,4,1,262,6,low,F,3,1830,1,0.011450381242351862,261.42857142857144,4,1,3,5.572154032177765,7.5126175446745105,Medium,Bad
F,Ship,2,5,135,6,medium,F,9,5777,1,0.06666666172839543,825.2857142857143,10,2,18,4.912654885736052,8.661812881026181,Low,Good
D,Ship,6,2,263,4,low,F,8,1635,0,0.0304182497939829,327.0,12,1,8,5.575949103146316,7.400009517162692,High,Bad
B,Ship,4,1,147,3,medium,M,32,1666,1,0.21768706002128843,416.5,4,2,64,4.997212273764115,7.418780882750794,Medium,Bad
B,Ship,4,3,210,3,low,M,9,5556,0,0.042857140816326626,1389.0,12,1,9,5.351858133476067,8.622813673279921,Medium,Neutral
B,Ship,4,1,201,8,medium,M,4,4295,0,0.019900496522363358,477.22222222222223,4,2,8,5.308267697401205,8.3654396361887,Medium,Bad
A,Ship,4,1,224,4,medium,F,5,4887,0,0.02232142757493627,977.4,4,2,10,5.41610040220442,8.494538500851432,Medium,Bad
F,Ship,4,1,178,2,high,M,39,1362,1,0.21910111128645443,454.0,4,3,117,5.187385805840755,7.217443431696533,Medium,Bad
F,Ship,6,1,141,3,low,F,2,5144,0,0.014184396157135024,1286.0,6,1,2,4.955827057601261,8.545780648268149,High,Bad
B,Ship,5,4,191,3,high,F,7,4435,1,0.036649212740878914,1108.75,20,3,21,5.2574953720277815,8.397508348470257,High,Neutral
F,Road,3,2,257,2,medium,M,8,4242,1,0.03112840345803878,1414.0,6,2,16,5.552959584921617,8.353025845202325,Medium,Bad
A,Road,4,4,162,3,low,F,8,5394,0,0.0493827130010671,1348.5,16,1,8,5.093750200806762,8.593227877692234,Medium,Neutral
C,Ship,5,4,208,2,low,M,9,4569,0,0.04326922868897939,1523.0,20,1,9,5.342334251964811,8.42726848388825,High,Neutral
A,Ship,2,3,211,3,medium,F,55,3842,1,0.2606634947552846,960.5,6,2,110,5.356586274672012,8.254008590564844,Low,Neutral
C,Ship,4,1,134,3,medium,M,2,4983,0,0.014925372020494624,1245.75,4,2,4,4.90527477843843,8.51398806046729,Medium,Bad
B,Ship,3,4,134,3,medium,F,31,1540,1,0.2313432663176667,385.0,12,2,62,4.90527477843843,7.340186835320115,Medium,Neutral
F,Flight,3,2,152,6,low,F,7,1674,1,0.046052628549169174,239.14285714285714,6,1,7,5.030437921392435,7.423568444259167,Medium,Bad
D,Ship,5,5,217,6,medium,M,1,1761,0,0.004608294718511764,251.57142857142858,25,2,2,5.384495062789089,7.474204806496124,High,Good
F,Road,5,5,272,2,low,F,4,5342,0,0.014705881812283758,1780.6666666666667,25,1,4,5.60947179518496,8.583542571957771,High,Good
F,Ship,3,2,225,3,low,F,59,3488,1,0.26222221056790174,872.0,6,1,59,5.420534999272286,8.157370441186774,Medium,Bad
D,Road,3,4,204,3,low,F,49,3225,1,0.24019606665705556,806.25,12,1,49,5.3230099791384085,8.078998258685154,Medium,Neutral
D,Ship,4,3,172,3,medium,F,10,5434,0,0.05813953150351561,1358.5,12,2,20,5.153291594497779,8.60061479955531,Medium,Neutral
A,Ship,3,3,238,3,low,F,61,3096,1,0.2563025102393903,774.0,9,1,61,5.476463551931511,8.038189179973203,Medium,Neutral
B,Ship,3,5,243,3,medium,M,4,3189,1,0.016460904672390753,797.25,15,2,8,5.497168225293202,8.06777619577889,Medium,Good
C,Ship,4,2,247,3,medium,F,64,2198,1,0.2591093012506356,549.5,8,2,128,5.5134287461649825,7.695757990554761,Medium,Bad
C,Ship,5,4,185,3,medium,F,1,4925,0,0.005405405113221345,1231.25,20,2,2,5.225746673713202,8.502282578680484,High,Neutral
F,Ship,4,4,301,5,low,M,6,1931,0,0.019933554155031424,321.8333333333333,16,1,6,5.71042701737487,7.566311014772463,Medium,Neutral
D,Ship,3,1,263,3,medium,M,6,2715,1,0.022813687345487176,678.75,3,2,12,5.575949103146316,7.906915488678587,Medium,Bad
F,Ship,4,2,259,3,low,F,47,3764,1,0.18146717446072688,941.0,8,1,47,5.560681631015528,8.233503140233994,Medium,Bad
A,Ship,4,4,266,7,medium,F,10,5901,0,0.03759398354909837,737.625,16,2,20,5.58724865840025,8.683046555502886,Medium,Neutral
B,Ship,4,2,240,5,medium,M,7,1711,1,0.029166665451388938,285.1666666666667,8,2,14,5.484796933490655,7.445417556701687,Medium,Bad
B,Ship,3,2,199,3,medium,F,8,4164,1,0.04020100300497472,1041.0,6,2,16,5.298317366548036,8.334471554600944,Medium,Bad
